Id,Name,Person_To,Date,Time,Message,Said_Yes,Said_No
318,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:20:12 AM,yes,1,0
319,Jacob Sears,All Participants,"February 22, 2021",11:20:14 AM,"yep, got it",0,0
320,Sarah Jiang,All Participants,"February 22, 2021",11:20:14 AM,yes,1,0
321,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:21:12 AM,"if the parseLine doesn't return a value, will it give you weird data?",0,0
322,Sarah Jiang,All Participants,"February 22, 2021",11:22:04 AM,yes ,1,0
323,Hamza Waseem,All Participants,"February 22, 2021",11:22:05 AM,yes,1,0
324,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",11:22:05 AM,yes,1,0
325,Aaron Alvarez,All Participants,"February 22, 2021",11:22:06 AM,yes,1,0
326,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:22:09 AM,"oh, so could we save ourselves some trouble and also just look for TMIN data in parse lines?",0,0
327,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:23:13 AM,y,0,0
328,Jacob Sears,All Participants,"February 22, 2021",11:23:15 AM,yes,1,0
329,Aaron Alvarez,All Participants,"February 22, 2021",11:25:39 AM,yes,1,0
330,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:25:39 AM,yes,1,0
331,Hamza Waseem,All Participants,"February 22, 2021",11:25:40 AM,yes,1,0
332,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",11:25:43 AM,yes,1,0
333,Jacob Sears,All Participants,"February 22, 2021",11:25:47 AM,yep,0,0
334,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:27:35 AM,yes,1,0
335,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:27:36 AM,yes,1,0
336,Marc Larock,All Participants,"February 22, 2021",11:27:36 AM,yes,1,0
337,Marc Larock,All Participants,"February 22, 2021",11:29:44 AM,125,0,0
338,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:29:47 AM,130,0,0
339,Aaron Alvarez,All Participants,"February 22, 2021",11:29:50 AM,-130,0,0
340,Marc Larock,All Participants,"February 22, 2021",11:29:51 AM,-130,0,0
341,Marc Larock,All Participants,"February 22, 2021",11:30:02 AM,-73,0,0
342,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:30:03 AM,73,0,0
343,Aaron Alvarez,All Participants,"February 22, 2021",11:30:05 AM,-73,0,0
344,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:30:10 AM,"wait, isn't the station id column A?",0,0
345,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:30:33 AM,should the second x be x[2]?,0,0
346,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:32:22 AM,"for line 26, there is an extra bracket?",0,0
347,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:33:29 AM,yes,1,0
348,Jacob Sears,All Participants,"February 22, 2021",11:33:33 AM,yes,1,0
349,Rain Sung,All Participants,"February 22, 2021",11:33:42 AM,I am not getting amy output,0,0
350,Rain Sung,All Participants,"February 22, 2021",11:33:47 AM,any*,0,0
351,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:34:01 AM,if you switch to anaconda,0,0
352,Rain Sung,All Participants,"February 22, 2021",11:34:05 AM,there is no error output either,0,1
353,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:34:06 AM,Can you switch back to the prompt,0,0
354,Aaron Alvarez,All Participants,"February 22, 2021",11:34:24 AM,yes,1,0
355,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:34:43 AM,"neeraj, could you switch back to the prompt very quick I would like to make sure i have the same numbers",0,0
356,Neeraj k,All Participants,"February 22, 2021",11:34:57 AM,i didn't run,0,0
357,Neeraj k,All Participants,"February 22, 2021",11:34:57 AM,hold,0,0
358,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:35:04 AM,oh okau,0,0
359,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:35:12 AM,thank you,0,0
360,Aaron Alvarez,All Participants,"February 22, 2021",11:36:33 AM,yes,1,0
361,Jacob Sears,All Participants,"February 22, 2021",11:36:36 AM,"yes, got it",0,0
362,Sarah Jiang,All Participants,"February 22, 2021",11:36:37 AM,yes,1,0
363,Hamza Waseem,All Participants,"February 22, 2021",11:36:37 AM,yes,1,0
364,Rain Sung,All Participants,"February 22, 2021",11:36:45 AM,no...,0,0
365,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",11:36:48 AM,yes,1,0
366,Leonardo A Lamboglia,All Participants,"February 22, 2021",11:36:51 AM,yes,1,0
367,Rain Sung,All Participants,"February 22, 2021",11:37:45 AM,yes,1,0
368,Marc Larock,All Participants,"February 22, 2021",11:37:48 AM,yes,1,0
369,Sarah Jiang,All Participants,"February 22, 2021",11:38:25 AM,from min to max function,0,0
370,Abtin Khodadadi,All Participants,"February 22, 2021",11:38:31 AM,maping funciton,0,0
371,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",11:38:34 AM,"TMAX and max(x,y)",0,0
372,Abtin Khodadadi,All Participants,"February 22, 2021",11:38:35 AM,*mapping,0,0
373,Jacob Sears,All Participants,"February 22, 2021",11:38:41 AM,change min to max and the filter,0,0
374,Sarah Jiang,All Participants,"February 22, 2021",11:40:09 AM,I got 90.14 for both,0,0
375,Aaron Alvarez,All Participants,"February 22, 2021",11:40:42 AM,90.14F,0,0
376,Hamza Waseem,All Participants,"February 22, 2021",11:40:43 AM,same 90.14 F,0,0
377,Marc Larock,All Participants,"February 22, 2021",11:41:48 AM,same,0,0
378,Jacob Sears,All Participants,"February 22, 2021",11:41:49 AM,"yep, 90.14",0,0
379,Neeraj k,All Participants,"February 22, 2021",11:42:58 AM,https://drive.google.com/drive/u/0/folders/1YtlIyFTCNCDJLEflhf12n8JvxwCLzZjb,0,0
380,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:43:42 AM,what are the columns again?,0,0
381,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",11:46:10 AM,"could you post the code from minTemp, I'm getting an error still?",0,0
382,Neeraj k,All Participants,"February 22, 2021",11:46:52 AM,"from pyspark import SparkContext, SparkConf",0,0
383,,,"conf = SparkConf().setMaster('local').setAppName(""WordCount"")",,,,
384,,,sc = SparkContext(conf = conf),,,,
385,,,def parseLine(line):,,,,
386,,,"fields = line.split(',')",,,,
387,,,stationID = fields[0],,,,
388,,,entryType = fields[2],,,,
389,,,temperature = float(fields[3]) * 0.1 * (9.0/5.0) + 32.0,,,,
390,,,"return (stationID, entryType, temperature)",,,,
391,,,,,,,
392,,,"lines = sc.textFile(""file:///sparkcourse/1800.csv"")",,,,
393,,,parsedLines = lines.map(parseLine),,,,
394,,,"minTemps = parsedLines.filter(lambda x:""TMAX"" in x[1])",,,,
395,,,"stationTemps = minTemps.map(lambda x:(x[0],x[2]))",,,,
396,,,"minTemps = stationTemps.reduceByKey(lambda x,y : max(x,y))",,,,
397,,,results = minTemps.collect();,,,,
398,,,for result in results:,,,,
399,,,"print(result[0] + ""\t{:.2f}F"".format(result[1]))",,,,
400,Neeraj k,All Participants,"February 22, 2021",11:47:15 AM,replace it for TMIN,0,0
401,Wayne Tam,All Participants,"February 22, 2021",11:59:59 AM,done,0,0
402,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:05:14 PM,sparck,0,0
403,Rain Sung,All Participants,"February 22, 2021",12:06:22 PM,movice,0,0
404,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:06:38 PM,line number 13 sparck->spark,0,0
405,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:08:17 PM,python doesn't like it when your lambda functions aren't in parenthesis,0,0
406,Rain Sung,All Participants,"February 22, 2021",12:11:45 PM,seems like mine isn't working again. so far all the things I've done with file u.data has not worked.,0,0
407,Neeraj k,All Participants,"February 22, 2021",12:12:02 PM,"lines = sc.textFile(""file:///sparkcourse/ml-100k/u.data"")",0,0
408,,,"movies = lines.map(lambda x: (int(x.split()[1]),1))",,,,
409,,,"movieCount = movies.reduceByKey(lambda x,y: x+y)",,,,
410,,,"flipped = movieCount.map(lambda xy: (xy[1],xy[0]))",,,,
411,,,sortedmovie = flipped.sortByKey(),,,,
412,,,results = sortedmovie.collect(),,,,
413,,,for result in results:,,,,
414,,,print(result),,,,
415,Hamza Waseem,All Participants,"February 22, 2021",12:12:42 PM,yes,1,0
416,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:12:45 PM,yes,1,0
417,Wayne Tam,All Participants,"February 22, 2021",12:12:45 PM,yes,1,0
418,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",12:12:48 PM,yes,1,0
419,Jacob Sears,All Participants,"February 22, 2021",12:12:49 PM,yep,0,0
420,Sarah Jiang,All Participants,"February 22, 2021",12:12:55 PM,yes,1,0
421,Rain Sung,All Participants,"February 22, 2021",12:14:18 PM,"after creating new folder, still did not work",0,0
422,Rain Sung,All Participants,"February 22, 2021",12:14:32 PM,thanks,0,0
423,Abtin Khodadadi,All Participants,"February 22, 2021",12:15:58 PM,it is not evaluated. It's lazy,0,0
424,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:16:06 PM,it wasn't a dict,0,0
425,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:16:26 PM,transform,0,0
426,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:16:31 PM,no,0,1
427,Marc Larock,All Participants,"February 22, 2021",12:16:36 PM,it's action right?,0,0
428,Abtin Khodadadi,All Participants,"February 22, 2021",12:16:41 PM,it is action,0,0
429,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:16:50 PM,it is a transform. the RDD is not iterable,0,0
430,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:17:42 PM,"It also wasn't a dictionary, correct? That is what the action ""collect()"" converted it to?",0,0
431,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:18:27 PM,movie id,0,0
432,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:18:31 PM,with the cout,0,0
433,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:18:33 PM,count,0,0
434,Abtin Khodadadi,All Participants,"February 22, 2021",12:18:36 PM,count 1,0,0
435,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:18:40 PM,"a line, between the movie id with 1",0,0
436,Marc Larock,All Participants,"February 22, 2021",12:19:22 PM,yes,1,0
437,Aaron Alvarez,All Participants,"February 22, 2021",12:19:22 PM,yes,1,0
438,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:19:23 PM,yes,1,0
439,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",12:19:23 PM,yes,1,0
440,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:19:24 PM,yes,1,0
441,Jacob Sears,All Participants,"February 22, 2021",12:19:28 PM,yes,1,0
442,Aaron Alvarez,All Participants,"February 22, 2021",12:20:08 PM,yes,1,0
443,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:20:09 PM,yes,1,0
444,Hamza Waseem,All Participants,"February 22, 2021",12:20:09 PM,yes,1,0
445,Marc Larock,All Participants,"February 22, 2021",12:20:10 PM,yes,1,0
446,Abtin Khodadadi,All Participants,"February 22, 2021",12:20:13 PM,yes,1,0
447,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:20:35 PM,"which function aggregated it, ""reduceByKey""?",0,0
448,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:20:37 PM,Yeah,0,0
449,Marc Larock,All Participants,"February 22, 2021",12:20:37 PM,yes,1,0
450,Marc Larock,All Participants,"February 22, 2021",12:20:41 PM,it is,0,0
451,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:21:18 PM,How many times a movie has been watched,0,0
452,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:22:23 PM,"@Neeraj for line 15, why is it x+y rather than y+1 or sum(y)?",0,0
453,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:24:22 PM,so x would be what?,0,0
454,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:24:47 PM,I don't get  what they would be when they iterate?,0,0
455,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:24:54 PM,I get that they are different though,0,0
456,Jacob Sears,All Participants,"February 22, 2021",12:25:12 PM,done,0,0
457,Sarah Jiang,All Participants,"February 22, 2021",12:25:20 PM,done,0,0
458,Marc Larock,All Participants,"February 22, 2021",12:25:21 PM,done,0,0
459,Hamza Waseem,All Participants,"February 22, 2021",12:25:23 PM,done,0,0
460,Wayne Tam,All Participants,"February 22, 2021",12:25:27 PM,done,0,0
461,Aaron Alvarez,All Participants,"February 22, 2021",12:25:30 PM,done,0,0
462,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:25:32 PM,I believe they are supposed to be each value where the keys are the same,0,0
463,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",12:25:32 PM,done,0,0
464,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:26:07 PM,yes,1,0
465,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:26:08 PM,yeah,0,0
466,Aaron Alvarez,All Participants,"February 22, 2021",12:27:55 PM,yes,1,0
467,Leonardo A Lamboglia,All Participants,"February 22, 2021",12:27:55 PM,"where (1,1) is being sent to the lambda function, so it's x+y",0,0
468,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:27:58 PM,"I get what it does, just not how it knows that x = 1, and y = 1",0,0
469,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:28:42 PM,"yeah, I think so",0,0
470,Miguel Angel Garza Robledo,All Attendees,"February 22, 2021",12:28:52 PM,I am here,0,0
471,Rain Sung,All Participants,"February 22, 2021",12:29:00 PM,you're sending to all attendees Miguel,0,0
472,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:29:16 PM,I was sending to all atendees,0,0
473,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:29:20 PM,My apologies,0,0
474,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:29:24 PM,yes,1,0
475,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:29:33 PM,I think I get it,0,0
476,Marc Larock,All Participants,"February 22, 2021",12:29:57 PM,yes ,1,0
477,Aaron Alvarez,All Participants,"February 22, 2021",12:29:58 PM,yes,1,0
478,Rain Sung,All Participants,"February 22, 2021",12:29:58 PM,I have logged out. it's 09,0,0
479,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:30:00 PM,yes,1,0
480,Hamza Waseem,All Participants,"February 22, 2021",12:30:01 PM,yes,1,0
481,Abtin Khodadadi,All Participants,"February 22, 2021",12:30:06 PM,yes,1,0
482,Rain Sung,All Participants,"February 22, 2021",12:30:10 PM,Thank you,0,0
483,Hamza Waseem,All Participants,"February 22, 2021",12:30:39 PM,@Neeraj can I talk to you privately?,0,0
484,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:45:18 PM,what time do we come back?,0,0
485,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",12:45:31 PM,if anyone was able to catch that,0,0
486,Sarah Jiang,All Participants,"February 22, 2021",1:20:51 PM,yes,1,0
487,Abtin Khodadadi,All Attendees,"February 22, 2021",1:20:53 PM,yes,1,0
488,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:21:16 PM,tes,0,0
489,Rain Sung,All Participants,"February 22, 2021",1:24:27 PM,May I log back into the vm now?,0,0
490,Neeraj k,All Participants,"February 22, 2021",1:25:05 PM,https://drive.google.com/drive/u/0/folders/1slxniVsgqruDulGCMxnrocg_gvCV-NK0,0,0
491,Rain Sung,All Participants,"February 22, 2021",1:25:10 PM,weird.. thank you ,0,0
492,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:25:32 PM,yes,1,0
493,Abtin Khodadadi,All Attendees,"February 22, 2021",1:25:51 PM,What is the name of the file?,0,0
494,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:25:57 PM,fakefriends,0,0
495,Abtin Khodadadi,All Attendees,"February 22, 2021",1:26:04 PM,thanks,0,0
496,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:26:20 PM,Yes,1,0
497,Neeraj k,All Participants,"February 22, 2021",1:26:23 PM,https://drive.google.com/file/d/15aZBmSqo3nuHiHh6yZPvikR1xYJbDSun/view?usp=sharing,0,0
498,Sarah Jiang,All Participants,"February 22, 2021",1:26:40 PM,done,0,0
499,Arpit Hasmukhbhai Patel,All Participants,"February 22, 2021",1:26:44 PM,yes,1,0
500,Rain Sung,All Participants,"February 22, 2021",1:26:56 PM,"sorry, where is the 100k file?",0,0
501,Rain Sung,All Participants,"February 22, 2021",1:27:14 PM,I found it thanks,0,0
502,Marc Larock,All Participants,"February 22, 2021",1:28:35 PM,go ti,0,0
503,Marc Larock,All Participants,"February 22, 2021",1:28:40 PM,got *it,0,0
504,Sarah Jiang,All Participants,"February 22, 2021",1:30:01 PM,got it ,0,0
505,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:30:21 PM,should it be a xlsx file?,0,0
506,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:30:23 PM,fake friends,0,0
507,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:30:36 PM,okay.,0,0
508,Marc Larock,All Participants,"February 22, 2021",1:30:53 PM,sounds good!,0,0
509,Sarah Jiang,All Participants,"February 22, 2021",1:53:24 PM,yes,1,0
510,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",1:53:42 PM,sounds good,0,0
511,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:53:43 PM,Yeah,0,0
512,Leonardo A Lamboglia,All Participants,"February 22, 2021",1:53:54 PM,Is anyone else getting list index out of range with a split?,0,0
513,Neeraj k,All Participants,"February 22, 2021",1:54:15 PM,use the function,0,0
514,Neeraj k,All Participants,"February 22, 2021",1:54:47 PM,check lin 14 on my screen at the moment,0,0
515,Marc Larock,All Participants,"February 22, 2021",1:55:26 PM,"i did that, but i'm still getting that error fr some reason...",0,0
516,Neeraj k,All Participants,"February 22, 2021",1:55:40 PM,"umm, try for another 10 mins",0,0
517,Marc Larock,All Participants,"February 22, 2021",1:55:48 PM,okay.,0,0
518,Neeraj k,All Participants,"February 22, 2021",1:55:49 PM,i will write it along with you,0,0
519,Marc Larock,All Participants,"February 22, 2021",1:56:03 PM,thanks.,0,0
520,Leonardo A Lamboglia,All Participants,"February 22, 2021",2:11:15 PM,done,0,0
521,Marc Larock,All Participants,"February 22, 2021",2:11:24 PM,start,0,0
522,Sarah Jiang,All Participants,"February 22, 2021",2:11:26 PM,I would like it if you started,0,0
523,Sarah Jiang,All Participants,"February 22, 2021",2:14:44 PM,quotes around comma?,0,0
524,Marc Larock,All Participants,"February 22, 2021",2:16:09 PM,yes,1,0
525,Sarah Jiang,All Participants,"February 22, 2021",2:16:10 PM,yes,1,0
526,Aaron Alvarez,All Participants,"February 22, 2021",2:16:12 PM,yes,1,0
527,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",2:19:14 PM,"""line 21 file:""",0,0
528,Leonardo A Lamboglia,All Participants,"February 22, 2021",2:19:23 PM,Yeah,0,0
529,Miguel Angel Garza Robledo,All Participants,"February 22, 2021",2:19:24 PM,sort of,0,0
